Datetime,Open,High,Low,Close,Adj Close,Volume
2022-03-07 23:45:00+00:00,38305.06640625,38305.06640625,38007.4453125,38060.69921875,38060.69921875,45682688
2022-03-08 00:00:00+00:00,38059.90234375,38142.86328125,37957.38671875,37972.26171875,37972.26171875,91305984
2022-03-08 00:15:00+00:00,38023.890625,38232.95703125,38023.890625,38232.95703125,38232.95703125,171976704
2022-03-08 00:30:00+00:00,38221.4921875,38260.34375,38193.27734375,38239.94140625,38239.94140625,12619776
2022-03-08 00:45:00+00:00,38254.62109375,38325.63671875,38254.62109375,38266.10546875,38266.10546875,38414336
2022-03-08 01:00:00+00:00,38253.63671875,38378.88671875,38149.22265625,38378.88671875,38378.88671875,194361344
2022-03-08 01:15:00+00:00,38367.04296875,38416.87890625,38319.578125,38404.26953125,38404.26953125,218953728
2022-03-08 01:30:00+00:00,38406.359375,38445.3203125,38258.80078125,38298.5,38298.5,78819328
2022-03-08 01:45:00+00:00,38299.8515625,38408.3125,38299.8515625,38402.375,38402.375,51642368
2022-03-08 02:00:00+00:00,38372.9921875,38372.9921875,38223.16796875,38293.51953125,38293.51953125,59127808
2022-03-08 02:15:00+00:00,38288.98828125,38374.85546875,38288.98828125,38360.65234375,38360.65234375,72482816
2022-03-08 02:30:00+00:00,38366.2109375,38533.6953125,38366.2109375,38533.6953125,38533.6953125,147228672
2022-03-08 02:45:00+00:00,38576.26953125,38838.3203125,38576.26953125,38674.26171875,38674.26171875,378734592
2022-03-08 03:00:00+00:00,38667.3203125,38667.3203125,38625.140625,38637.04296875,38637.04296875,0
2022-03-08 03:15:00+00:00,38635.5859375,38688.75,38605.6484375,38640.109375,38640.109375,6590464
2022-03-08 03:30:00+00:00,38639.375,38645.2890625,38573.08984375,38573.08984375,38573.08984375,0
2022-03-08 03:45:00+00:00,38573.10546875,38667.92578125,38573.10546875,38667.92578125,38667.92578125,11821056
2022-03-08 04:00:00+00:00,38669.27734375,38771.06640625,38669.27734375,38712.6953125,38712.6953125,110897152
2022-03-08 04:15:00+00:00,38721.6484375,38721.6484375,38660.1640625,38660.1640625,38660.1640625,4995072
2022-03-08 04:30:00+00:00,38627.28125,38627.28125,38575.7890625,38611.4375,38611.4375,44492800
2022-03-08 04:45:00+00:00,38609.6484375,38609.6484375,38526.921875,38543.03125,38543.03125,27064320
2022-03-08 05:00:00+00:00,38543.79296875,38585.42578125,38459.74609375,38465.37109375,38465.37109375,64468992
2022-03-08 05:15:00+00:00,38468.51171875,38471.80859375,38387.34375,38413.0546875,38413.0546875,25966592
2022-03-08 05:30:00+00:00,38394.16015625,38394.16015625,38337.80078125,38365.87109375,38365.87109375,53430272
2022-03-08 05:45:00+00:00,38376.6953125,38398.06640625,38364.65625,38396.234375,38396.234375,44738560
2022-03-08 06:00:00+00:00,38401.328125,38451.44140625,38394.36328125,38419.14453125,38419.14453125,49893376
2022-03-08 06:15:00+00:00,38417.015625,38481.3359375,38181.89453125,38181.89453125,38181.89453125,96190464
2022-03-08 06:30:00+00:00,38176.91796875,38176.91796875,38107.0078125,38157.42578125,38157.42578125,165605376
2022-03-08 06:45:00+00:00,38162.10546875,38243.3046875,38162.10546875,38243.11328125,38243.11328125,116744192
2022-03-08 07:00:00+00:00,38257.11328125,38288.67578125,38231.05859375,38231.05859375,38231.05859375,101824512
2022-03-08 07:15:00+00:00,38232.46484375,38299.125,38202.8515625,38299.125,38299.125,82051072
2022-03-08 07:30:00+00:00,38310.01171875,38628.84375,38310.01171875,38628.84375,38628.84375,374114304
2022-03-08 07:45:00+00:00,38631.609375,38684.0859375,38521.83984375,38530.484375,38530.484375,164999168
2022-03-08 07:59:00+00:00,38533.87890625,38533.87890625,38533.87890625,38533.87890625,38533.87890625,0
